Time,Size,Label
9.446748495101929,50518,5
9.464483737945557,929,7
9.486627578735352,692,0
9.509750604629517,9909,5
9.558093070983887,692,0
9.570768117904663,692,0
9.595332145690918,12166,5
9.610305786132812,692,0
9.62906265258789,5783,3
9.633442878723145,18358,5
9.670901775360107,8965,3
9.702286005020142,692,0
9.722673416137695,5013,7
9.722929000854492,6517,3
9.752573728561401,692,0
9.768733263015747,692,0
9.804718494415283,4453,7
9.818211078643799,692,0
9.902586698532104,8405,3
9.906919240951538,692,0
9.929955959320068,6709,3
9.933024168014526,692,0
9.972345113754272,692,0
9.996293544769287,692,0
10.01491904258728,692,0
10.076896905899048,8405,3
10.10457706451416,692,0
10.116660118103027,9157,3
10.125412225723267,847,7
10.138589859008789,4645,7
10.1465425491333,3578,7
10.166704177856445,692,0
10.185500860214233,9525,5
10.213468074798584,14038,5
10.216694355010986,4645,7
10.22023057937622,6149,3
10.232659101486206,692,0
10.272440671920776,49014,5
10.290279626846313,1259,7
10.308245182037354,1267,7
10.30849003791809,692,0
10.311131954193115,10085,5
10.313490390777588,5957,3
10.314956665039062,808,7
10.394331455230713,692,0
10.40387511253357,4069,7
10.439557552337646,692,0
10.44157075881958,692,0
10.472960710525513,692,0
10.474726438522339,12726,5
10.476292133331299,4261,7
10.499654531478882,692,0
10.545830249786377,10470,5
10.575955390930176,692,0
10.605377435684204,10838,5
10.650854349136353,692,0
10.660066366195679,692,0
10.6792893409729,6517,3
10.735559940338135,692,0
10.737680912017822,5777,3
10.818214893341064,692,0
10.834322690963745,1243,7
10.855936050415039,692,0
10.89874267578125,692,0
10.922430276870728,8405,3
10.926766395568848,10838,5
10.944786787033081,692,0
10.945241212844849,692,0
10.966567277908325,11974,5
11.017061710357666,692,0
11.017643928527832,6149,3
11.077565908432007,8581,3
11.084989786148071,692,0
11.107682466506958,24950,5
11.14873456954956,5573,3
11.172953367233276,692,0
11.195888042449951,8213,3
11.211729526519775,692,0
11.252177476882935,6709,3
11.26893925666809,692,0
11.32059121131897,7461,3
11.365107774734497,692,0
11.367442846298218,692,0
11.381197452545166,7461,3
11.395721673965454,692,0
11.4352388381958,692,0
11.454558849334717,8021,3
11.504918098449707,692,0
11.509521007537842,8213,3
11.58530855178833,692,0
11.592277765274048,692,0
11.607300281524658,6709,3
11.629002094268799,692,0
11.640230417251587,6517,3
11.656638383865356,4645,7
11.694641351699829,692,0
11.69980525970459,692,0
11.719675540924072,692,0
11.771913290023804,4453,7
11.799522399902344,692,0
11.806962966918945,5957,3
11.81114387512207,692,0
11.813561201095581,5013,7
11.838537454605103,11782,5
11.890318870544434,9717,5
11.893147706985474,10838,5
11.90754246711731,692,0
11.908084869384766,692,0
11.917697191238403,7461,3
11.954126358032227,7264,3
11.98172378540039,692,0
12.02971076965332,692,0
12.045896291732788,6901,3
12.125167608261108,692,0
12.138410568237305,6517,3
12.146213293075562,34534,5
12.174149990081787,692,0
12.27268123626709,692,0
12.30640697479248,7461,3
12.337331771850586,5957,3
12.354716062545776,692,0
12.387697219848633,6325,3
12.426486730575562,8405,3
12.450892925262451,692,0
12.451259136199951,7077,3
12.525337934494019,7250,3
12.532950401306152,692,0
12.574708461761475,5205,3
12.61788010597229,5573,3
12.638776779174805,692,0
12.652713537216187,692,0
12.667466878890991,692,0
12.670736312866211,5957,3
12.691385269165039,10278,5
12.712966680526733,692,0
12.714516878128052,8213,3
12.760732412338257,692,0
12.779322624206543,692,0
12.831888437271118,692,0
12.842423915863037,3513,7
12.86906361579895,692,0
12.869182348251343,5573,3
12.887964725494385,692,0
12.909499168395996,10085,5
12.931956768035889,4069,7
12.978272676467896,692,0
12.989535570144653,692,0
13.000731468200684,692,0
13.019429445266724,692,0
13.021233320236206,8021,3
13.061667442321777,48822,5
13.08503246307373,692,0
13.129548788070679,1176,7
13.158446788787842,692,0
13.168349504470825,692,0
13.177361011505127,10662,5
13.179128885269165,6325,3
13.258506298065186,692,0
13.28363299369812,6149,3
13.333725690841675,692,0
13.342928409576416,8773,3
13.372193098068237,692,0
13.415668249130249,8021,3
13.422361135482788,692,0
13.463724136352539,692,0
13.472452402114868,692,0
13.561758756637573,692,0
13.586168050765991,5957,3
13.653241395950317,692,0
13.671033143997192,6709,3
13.71602201461792,7461,3
13.723470211029053,692,0
13.7441987991333,692,0
13.744573593139648,5397,3
13.750083684921265,692,0
13.79169249534607,692,0
13.823545455932617,17606,5
13.842934846878052,8965,3
13.855423212051392,692,0
13.900440216064453,692,0
13.939700603485107,6325,3
13.965678453445435,692,0
14.029560327529907,692,0
14.030786514282227,692,0
14.038014650344849,8213,3
14.122725486755371,692,0
14.143528699874878,692,0
14.199166774749756,692,0
14.229391098022461,692,0
14.286218166351318,7461,3
14.311456680297852,692,0
14.339958190917969,692,0
14.351859092712402,6901,3
14.360087633132935,5013,7
14.374607563018799,692,0
14.420419692993164,8965,3
14.428234577178955,49341,5
14.443204164505005,692,0
14.443931818008423,6149,3
14.501479625701904,5573,3
14.505703210830688,10838,5
14.52329421043396,692,0
14.591801881790161,692,0
14.605003833770752,692,0
14.612752676010132,692,0
14.643878698348999,692,0
14.691183090209961,692,0
14.696715354919434,8581,3
14.719274997711182,692,0
14.755448818206787,6149,3
14.791985511779785,8405,3
14.806743621826172,692,0
14.81471848487854,692,0
14.891524076461792,6149,3
14.911730766296387,692,0
14.993324995040894,692,0
15.043890476226807,692,0
15.0478036403656,10278,5
15.139539003372192,692,0
15.184173107147217,692,0
15.272666454315186,692,0
15.307991027832031,692,0
15.340678930282593,692,0
15.365293264389038,5573,3
15.406080961227417,1236,7
15.426265716552734,692,0
15.466063737869263,692,0
15.505529642105103,692,0
15.522557973861694,10662,5
15.553020000457764,692,0
15.586820125579834,692,0
15.600729703903198,692,0
15.602208375930786,692,0
15.651106834411621,50886,5
15.657660722732544,692,0
15.703119039535522,7077,3
15.782981872558594,5573,3
15.825137615203857,4645,7
15.832960367202759,692,0
15.927365064620972,692,0
15.928136110305786,692,0
15.95028281211853,7267,3
15.959755182266235,31334,5
16.00183606147766,692,0
16.0061092376709,11414,5
16.018818140029907,692,0
16.03764796257019,7829,3
16.07927966117859,692,0
16.106555938720703,692,0
16.113922357559204,8213,3
16.13359808921814,692,0
16.138969659805298,4645,7
16.176159143447876,5786,3
16.183324098587036,9717,5
16.196440935134888,692,0
16.21054482460022,5957,3
16.29329562187195,692,0
16.301274061203003,11414,5
16.301589250564575,692,0
16.302888870239258,6901,3
16.345993995666504,692,0
16.356563329696655,4645,7
16.36474061012268,14422,5
16.395368814468384,5783,3
16.410574674606323,692,0
16.44990348815918,692,0
16.49051809310913,692,0
16.521748781204224,3317,7
16.52595329284668,7461,3
16.537258863449097,692,0
16.548333644866943,692,0
16.572144508361816,5013,7
16.58473014831543,7653,3
16.605326175689697,692,0
16.631093740463257,8405,3
16.67249894142151,692,0
16.704915046691895,692,0
16.725921630859375,692,0
16.7612566947937,692,0
16.76903748512268,6149,3
16.79268455505371,5205,3
16.814483880996704,45430,5
16.814836025238037,692,0
16.820383071899414,692,0
16.876539707183838,48570,5
16.885254383087158,6149,3
16.8907253742218,692,0
16.95459747314453,9333,5
16.955690622329712,692,0
16.95633029937744,8213,3
17.021307945251465,692,0
17.03349995613098,8213,3
17.071890830993652,692,0
17.120115518569946,692,0
17.14449715614319,692,0
17.173776626586914,8965,3
17.179705142974854,692,0
17.189391136169434,692,0
17.210895538330078,11590,5
17.242931604385376,692,0
17.252896785736084,8021,3
17.2684645652771,692,0
17.277655124664307,692,0
17.330267429351807,692,0
17.384644985198975,7077,3
17.40873694419861,692,0
17.42667007446289,692,0
17.433631896972656,7247,3
17.488828659057617,8773,3
17.490576028823853,692,0
17.559827089309692,692,0
17.577186584472656,692,0
17.581903219223022,31334,5
17.638538360595703,5957,3
17.674728393554688,692,0
17.684217929840088,47675,5
17.77371621131897,692,0
17.780653953552246,9525,5
17.790661573410034,5957,3
17.839142084121704,10278,5
17.85042715072632,1166,7
17.85859227180481,692,0
17.905989170074463,692,0
17.941113233566284,692,0
17.969210386276245,692,0
18.00649380683899,692,0
18.08131217956543,692,0
18.159181594848633,6325,3
18.167551040649414,692,0
18.2050838470459,692,0
18.23196816444397,157,7
18.2456271648407,692,0
18.295876502990723,692,0
18.307674169540405,5397,3
18.35362720489502,692,0
18.403141975402832,692,0
18.46156358718872,692,0
18.49785804748535,692,0
18.504684448242188,1073,7
18.51326847076416,692,0
18.608482599258423,692,0
18.625648021697998,692,0
18.65834093093872,8965,3
18.670671701431274,692,0
18.707269430160522,6901,3
18.720067024230957,692,0
18.776061534881592,7653,3
18.810232639312744,692,0
18.825937271118164,692,0
18.884698390960693,8773,3
18.924514770507812,692,0
18.933202743530273,692,0
18.934074640274048,692,0
19.02765655517578,692,0
19.057413816452026,692,0
19.068166732788086,6517,3
19.10041046142578,692,0
19.146631240844727,692,0
19.164885759353638,692,0
19.190140962600708,5573,3
19.196261167526245,692,0
19.211495876312256,692,0
19.220824241638184,5205,3
19.22825002670288,692,0
19.259758949279785,6325,3
19.285659313201904,7243,3
19.30410075187683,692,0
19.343562126159668,6325,3
19.35423970222473,692,0
19.3583345413208,692,0
19.35868525505066,692,0
19.412338733673096,8021,3
19.434180736541748,692,0
19.48202395439148,7251,3
19.509953260421753,8021,3
19.51042652130127,692,0
19.52136754989624,692,0
19.534740209579468,5957,3
19.54348611831665,692,0
19.56479835510254,4821,7
19.572884798049927,692,0
19.61579179763794,692,0
19.619004011154175,692,0
19.626030206680298,6709,3
19.62664270401001,12342,5
19.685272932052612,8021,3
19.688289403915405,692,0
19.724706172943115,692,0
19.730952501296997,5013,7
19.74284315109253,4069,7
19.785114526748657,692,0
19.82995629310608,692,0
19.85182762145996,692,0
19.890721321105957,692,0
19.911717176437378,692,0
19.919127702713013,692,0
19.955471754074097,692,0
19.98354458808899,1076,7
20.03340196609497,7461,3
20.053969621658325,692,0
20.100112676620483,6709,3
20.13533878326416,692,0
20.17794370651245,7653,3
20.21637535095215,5573,3
20.233551740646362,692,0
20.244784832000732,692,0
20.302128791809082,6149,3
20.317787408828735,692,0
20.361908674240112,7461,3
20.370270013809204,692,0
20.426015853881836,692,0
20.42876958847046,7077,3
20.444713592529297,692,0
20.473751306533813,5013,7
20.476048231124878,8965,3
20.509748697280884,692,0
20.52610969543457,692,0
20.539780616760254,692,0
20.57123875617981,7829,3
20.599785566329956,692,0
20.626891613006592,7653,3
20.644686937332153,692,0
20.648642778396606,46006,5
20.657821893692017,7267,3
20.693907260894775,692,0
20.79053544998169,692,0
20.799765825271606,692,0
20.85170340538025,5573,3
20.89364981651306,692,0
20.90289044380188,8021,3
20.972628593444824,692,0
21.047876358032227,8213,3
21.064356088638306,11030,5
21.0655415058136,692,0
21.100095748901367,692,0
21.11262583732605,6709,3
21.135937213897705,16486,5
21.152459383010864,8213,3
21.158109426498413,692,0
21.170363903045654,692,0
21.208866119384766,692,0
21.218252420425415,6709,3
21.25266981124878,13068,5
21.294866800308228,692,0
21.312686681747437,8405,3
21.340020418167114,19686,5
21.371655225753784,692,0
21.411542654037476,6517,3
21.433642148971558,52022,5
21.440836191177368,692,0
21.467721223831177,692,0
21.504212617874146,7255,3
21.549510717391968,692,0
21.59147548675537,8965,3
21.62557363510132,692,0
21.644023180007935,6901,3
21.67264437675476,692,0
21.7085702419281,692,0
21.714329481124878,5573,3
21.740061283111572,580,7
21.741190433502197,692,0
21.77942943572998,692,0
21.869513750076294,692,0
21.880308628082275,692,0
21.892501831054688,5776,3
21.89275074005127,9333,5
21.909487009048462,692,0
21.93557858467102,6325,3
21.972954034805298,692,0
21.986217737197876,12726,5
22.00549864768982,692,0
22.011170148849487,5957,3
22.039201974868774,692,0
22.059696197509766,1234,7
22.091665267944336,7077,3
22.105133771896362,692,0
22.14397120475769,9717,5
22.160631895065308,692,0
22.161052227020264,6149,3
22.183942317962646,7653,3
22.201080083847046,934,7
22.21763563156128,692,0
22.22280526161194,4069,7
22.271835565567017,692,0
22.29449439048767,3317,7
22.308576583862305,692,0
22.32035803794861,31334,5
22.341442108154297,692,0
22.37970733642578,692,0
22.402732372283936,6709,3
22.413570642471313,692,0
22.46985125541687,11782,5
22.475477695465088,6149,3
22.52853775024414,692,0
22.55865502357483,6901,3
22.596089124679565,11782,5
22.597952604293823,5765,3
22.603108644485474,692,0
22.60631775856018,692,0
22.643723249435425,692,0
22.66086506843567,9909,5
22.67401361465454,8021,3
22.698039054870605,6901,3
22.70609426498413,692,0
22.716490507125854,692,0
22.77151918411255,692,0
22.81141710281372,692,0
22.844027042388916,692,0
22.854544639587402,8405,3
22.939079999923706,692,0
22.972127676010132,9157,3
23.037264823913574,692,0
23.071341037750244,5397,3
23.073790550231934,760,7
23.150874137878418,8581,3
23.16735577583313,692,0
23.177478075027466,7653,3
23.262543201446533,8021,3
23.26488995552063,692,0
23.299104928970337,692,0
23.32348895072937,3141,7
23.349727153778076,8405,3
23.378737926483154,692,0
23.380409240722656,692,0
23.400402545928955,692,0
23.452336072921753,692,0
23.503884077072144,692,0
23.592076539993286,692,0
23.763301849365234,692,0
23.8057701587677,14598,5
23.80769395828247,6901,3
23.846035480499268,7461,3
23.93077516555786,12534,5
23.934014558792114,692,0
23.960810899734497,692,0
24.041991472244263,692,0
24.138908624649048,692,0
24.15918517112732,7244,3
24.202518939971924,692,0
24.23274326324463,19110,5
24.239343643188477,10838,5
24.293784856796265,692,0
24.356006860733032,692,0
24.405088424682617,692,0
24.413174390792847,5397,3
24.458803415298462,692,0
24.531546354293823,13478,5
24.53864550590515,692,0
24.666574478149414,5573,3
24.771201610565186,461,7
24.777419328689575,10085,5
24.789209127426147,4453,7
24.8325035572052,6517,3
25.00955605506897,2389,7
25.01496648788452,42998,5
25.187880754470825,5957,3
25.29349184036255,692,0
25.297916412353516,692,0
25.29973816871643,8021,3
25.382622241973877,665,7
25.389662981033325,692,0
25.43278431892395,692,0
25.443095445632935,5782,3
25.45914626121521,692,0
25.47581148147583,692,0
25.481597423553467,50266,5
25.495210647583008,692,0
25.58704972267151,692,0
25.589658975601196,5397,3
25.68179678916931,692,0
25.681876182556152,8773,3
25.712132453918457,692,0
25.719985246658325,6325,3
25.73503541946411,692,0
25.77674126625061,2896,7
25.810738563537598,7461,3
25.829747915267944,692,0
25.86772084236145,692,0
25.917999982833862,692,0
25.995863914489746,692,0
26.088984966278076,692,0
26.10453462600708,7077,3
26.141987800598145,692,0
26.147965908050537,692,0
26.194337844848633,692,0
26.204612255096436,692,0
26.216893196105957,692,0
26.271722078323364,5397,3
26.29592800140381,692,0
26.297718048095703,692,0
26.316161155700684,692,0
26.343867778778076,5573,3
26.347294092178345,692,0
26.371742725372314,5957,3
26.398056507110596,692,0
26.40301203727722,692,0
26.410234689712524,692,0
26.489326000213623,692,0
26.53329849243164,4645,7
26.561472415924072,8021,3
26.583705186843872,692,0
26.591844081878662,5573,3
26.661077976226807,6517,3
26.670812845230103,692,0
26.74069094657898,692,0
26.780224084854126,692,0
26.795804262161255,6517,3
26.798681020736694,692,0
26.843568325042725,692,0
26.847578287124634,6149,3
26.889896869659424,692,0
26.930728435516357,692,0
26.93143129348755,7461,3
26.9676296710968,7653,3
27.024476528167725,692,0
27.04505491256714,6325,3
27.076229572296143,6517,3
27.101452350616455,692,0
27.122387409210205,8021,3
27.12776780128479,692,0
27.141490936279297,692,0
27.165196657180786,692,0
27.208898067474365,692,0
27.245903253555298,692,0
27.278567790985107,7077,3
27.30708646774292,8965,3
27.30800199508667,692,0
27.40273356437683,692,0
27.487406730651855,692,0
27.504647493362427,40106,5
27.54878544807434,9909,5
27.65208148956299,692,0
27.72314977645874,27766,5
27.723713397979736,692,0
27.78235387802124,692,0
27.783480644226074,11222,5
27.825576782226562,692,0
27.826415061950684,11414,5
27.883554458618164,14038,5
27.920806646347046,692,0
27.966906785964966,692,0
27.995845794677734,692,0
28.032859325408936,5768,3
28.075451374053955,8773,3
28.076713800430298,692,0
28.14448595046997,49766,5
28.149300575256348,9333,5
28.153062343597412,692,0
28.170351266860962,692,0
28.18552255630493,7243,3
28.21530508995056,7829,3
28.253238439559937,7653,3
28.26759362220764,692,0
28.303829193115234,692,0
28.335121393203735,8213,3
28.36102867126465,8213,3
28.372615098953247,692,0
28.386407613754272,5573,3
28.403369426727295,1365,7
28.41124153137207,6325,3
28.45949101448059,7653,3
28.518177032470703,692,0
28.557417154312134,692,0
28.581536531448364,9157,3
28.587910652160645,692,0
28.603318691253662,692,0
28.644641876220703,692,0
28.65035891532898,692,0
28.65551257133484,5205,3
28.71229839324951,692,0
28.712838649749756,692,0
28.743123292922974,692,0
28.74672031402588,692,0
28.751492738723755,7829,3
28.75261688232422,824,7
28.784008264541626,6325,3
28.811829566955566,692,0
28.81475281715393,7258,3
28.854886531829834,692,0
28.923843145370483,692,0
28.98384404182434,7461,3
28.988669395446777,692,0
29.08103609085083,6901,3
29.08535385131836,692,0
29.126415729522705,6901,3
29.15023922920227,692,0
29.156452894210815,692,0
29.211731672286987,8405,3
29.238454580307007,692,0
29.24436116218567,8773,3
29.280986070632935,692,0
29.286011219024658,6709,3
29.342005014419556,692,0
29.349506616592407,8405,3
29.360698223114014,5013,7
29.40951371192932,692,0
29.440467834472656,5013,7
29.444713592529297,692,0
29.455278873443604,5778,3
29.502904891967773,9909,5
29.526676177978516,692,0
29.615250825881958,692,0
29.65974712371826,11222,5
29.67540740966797,692,0
29.721391677856445,52774,5
29.75129461288452,692,0
29.802064657211304,47655,5
29.825589895248413,6325,3
29.83322286605835,692,0
29.927571058273315,692,0
29.938331604003906,7077,3
30.00171995162964,692,0
30.076587200164795,692,0
30.08128333091736,8773,3
30.083017110824585,692,0
30.088773727416992,692,0
30.137749195098877,692,0
30.147186756134033,7829,3
30.172125816345215,5573,3
30.23619771003723,692,0
30.260687112808228,6517,3
30.26176428794861,692,0
30.321722984313965,7077,3
30.344422578811646,8021,3
30.35513710975647,692,0
30.418631076812744,692,0
30.446401119232178,5397,3
30.506667852401733,692,0
30.51748490333557,692,0
30.55038094520569,692,0
30.592726469039917,692,0
30.616814374923706,8405,3
30.64978289604187,692,0
30.652261972427368,692,0
30.72067379951477,692,0
30.741647958755493,10085,5
30.768185138702393,692,0
30.7891526222229,129,7
30.795599699020386,692,0
30.80628490447998,692,0
30.82229733467102,692,0
30.824532985687256,692,0
30.879480361938477,692,0
30.88424801826477,692,0
30.902263641357422,6901,3
30.955281972885132,692,0
31.02118945121765,692,0
31.04490065574646,692,0
31.08799457550049,981,7
31.090846061706543,692,0
31.098761558532715,6149,3
31.13016939163208,692,0
31.17152976989746,8773,3
31.21664595603943,692,0
31.24358081817627,4453,7
31.248310089111328,7241,3
31.282306432724,692,0
31.321088790893555,7077,3
31.34154462814331,959,7
31.378278970718384,692,0
31.450444221496582,692,0
31.45883059501648,692,0
31.459659099578857,692,0
31.468929052352905,7261,3
31.49402904510498,692,0
31.581660270690918,426,7
31.584380626678467,692,0
31.600371599197388,49,7
31.601096630096436,692,0
31.60783100128174,5573,3
31.64285969734192,6325,3
31.67083477973938,692,0
31.675845623016357,2949,7
31.68442964553833,692,0
31.69139266014099,692,0
31.696114778518677,9525,5
31.70362639427185,692,0
31.746312141418457,692,0
31.790532112121582,692,0
31.798981428146362,8773,3
31.83650302886963,692,0
31.847408056259155,4261,7
31.86077380180359,5573,3
31.883550882339478,6901,3
31.89466905593872,692,0
31.955587148666382,692,0
31.962177276611328,6901,3
32.00483560562134,9157,3
32.0491840839386,6517,3
32.05152082443237,692,0
32.05307078361511,692,0
32.09533429145813,692,0
32.174729108810425,692,0
32.22498345375061,7250,3
32.26597619056702,198376,5
32.26894807815552,692,0
32.29332089424133,692,0
32.366636753082275,7246,3
32.37520980834961,692,0
32.38438105583191,692,0
32.402350187301636,8405,3
32.419634103775024,10085,5
32.441139221191406,692,0
32.505430698394775,692,0
32.5172119140625,7932,3
32.56391525268555,9157,3
32.58275389671326,692,0
32.5896692276001,7461,3
32.6502423286438,692,0
32.68648600578308,692,0
32.711060523986816,7653,3
32.7617404460907,9157,3
32.77104115486145,692,0
32.790656328201294,692,0
32.825008153915405,8213,3
32.85344910621643,692,0
32.876678705215454,692,0
32.902740478515625,5957,3
32.92839956283569,6709,3
32.929404735565186,12534,5
32.94714331626892,49337,5
32.95176458358765,6709,3
32.96663498878479,692,0
32.981587648391724,692,0
32.994707345962524,10470,5
33.014580488204956,7077,3
33.05917024612427,692,0
33.06763434410095,9717,5
33.08559989929199,9909,5
33.109508991241455,692,0
33.15000367164612,7653,3
33.189692735672,7829,3
33.204312562942505,692,0
33.212109088897705,4261,7
33.216150522232056,692,0
33.249659061431885,692,0
33.31864833831787,692,0
33.35749101638794,12166,5
33.359295129776,692,0
33.415061235427856,692,0
33.41879630088806,8773,3
33.494903802871704,692,0
33.49580907821655,7077,3
33.52167224884033,12166,5
33.54520344734192,692,0
33.573983669281006,8021,3
33.58230185508728,692,0
33.63092350959778,10470,5
33.64268136024475,7461,3
33.66847610473633,692,0
33.701592206954956,692,0
33.70845365524292,7263,3
33.73163318634033,692,0
33.76591110229492,692,0
33.76870894432068,4645,7
33.791600465774536,7461,3
33.811670780181885,692,0
33.828086853027344,5205,3
33.89491653442383,692,0
33.923014402389526,9909,5
33.9301815032959,5777,3
33.93628525733948,5013,7
33.942636013031006,692,0
33.95478415489197,6709,3
34.008238077163696,11030,5
34.01552438735962,692,0
34.01969528198242,6325,3
34.06583285331726,5957,3
34.113550662994385,692,0
34.115700483322144,692,0
34.19527077674866,692,0
34.25844383239746,6325,3
34.33991813659668,692,0
34.367767333984375,5773,3
34.41469097137451,692,0
34.41576862335205,7266,3
34.476510524749756,692,0
34.503472566604614,7653,3
34.52610182762146,692,0
34.556652545928955,6901,3
34.56220555305481,692,0
34.593318462371826,692,0
34.64742660522461,7077,3
34.65213918685913,49942,5
34.67416977882385,692,0
34.67603945732117,658,7
34.68498134613037,179552,5
34.69925260543823,1432,7
34.70556020736694,5397,3
